"table_name","table_id","field_id","current_name","field_type","record_count","blank_count","nonblank_count","blank_ratio","proposed_name","action","category","reason"
"Operator Preferences","tblnxZ3eLPT3W38wl","fldIVBjuvRHaRzDqL","updated_at","dateTime","88","22","66","0.25",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fldS4T6aYkTENvulz","review_after","date","88","12","76","0.1364",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fldkFCZZlgt4hV2xR","curation_reason","multilineText","88","86","2","0.9773",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fld6iiOZDc1wcZPzc","curated_at","dateTime","88","86","2","0.9773",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fld3GxPPZx9t0LwR1","status","singleSelect","88","0","88","0",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fldcEvgLB2voXRa1K","scope","singleSelect","88","0","88","0",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fldXlU3Or0pyldt6n","retention_class","singleSelect","88","0","88","0",,"no_change",,
"Operator Preferences","tblnxZ3eLPT3W38wl","fldl00PpLV23gcxfJ","curation_decision","singleSelect","88","64","24","0.7273",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld4eAc1IEWYtOJpO","tool_id","singleLineText","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldcf2EIjZGqaLTcb","tool_name","singleLineText","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldXiTxXPVOHnc3N3","tool_family","singleSelect","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldjkzxBAty8ueGuI","repo_path","singleLineText","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldRyccDc3UOBrKKR","trigger_conditions","multilineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldTq4aJ6AoIFqJUo","input_contract","multilineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldjo5ToZNd2xbPz2","output_contract","multilineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldZJMzV36nMy81kl","safety_preconditions","multilineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldeoMJdznlVHdSdx","launcher_command","multilineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldrAntwrkqI3gzWF","status","singleSelect","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldxx6kWXejTnqv9t","version_or_hash","singleLineText","29","1","28","0.0345",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldkY92DvuarDvIxq","last_validated_at","dateTime","29","7","22","0.2414",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldE1WGFFYzxSlHU1","notes","multilineText","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld9l7TFNXFZcWY97","active","checkbox","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld0FvxXYwKco9hwl","created_at","dateTime","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld3bZnCqS36T6aBA","updated_at","dateTime","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldg7aD6owbd4gr0P","review_after","date","29","8","21","0.2759",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fld0zaaaSQs7eWiKE","retention_class","singleSelect","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldxyzoUqJ5RvKbvu","display_label","formula","29","0","29","0",,"no_change",,
"Operator Tools Registry","tblF1SCJBHRFUhpzi","fldNE78U8iUhbnxkn","search_text","formula","29","0","29","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldQ9raZbwHRJF3jb","plan_id","singleLineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldPFlhH4if1unY30","plan_title","singleLineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldSqjWSLBN0sWFZz","active_task_id","singleLineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldAZSPBZfjCynqEh","active_task_title","singleLineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldFjketenKMXRDGC","scope_constraints","multilineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fld8JrZu7UyK7lQHZ","exact_resume_goal","multilineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldryBHZ51nuZtspi","resume_detail","multilineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldfAmMRY5qDOCR6c","why_current_task_matters","multilineText","2","1","1","0.5",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldHWq73ganpn01am","carry_forward_note","multilineText","2","1","1","0.5",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldLYnjrlPY6QfKNH","legacy_plan_buffer_marker_review","singleLineText","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldyfFi5VTw9ffaPq","legacy_pending_plan_buffer_items_review","multilineText","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fld4QqRiSFLzEvKuD","legacy_promotion_candidates_review","multilineText","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldzT3tVTcvhSWPNa","legacy_remain_local_notes_review","multilineText","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldcMUhjqIAOeAc7r","next_recommended_action","multilineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldZoUV6BFJyKuOhz","legacy_last_updated_text_review","singleLineText","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldgEp3UCYDBfeXJN","Queue Control","multipleRecordLinks","2","1","1","0.5",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldvsVffETaqyuB0H","legacy_active_plan_task_id_review","singleLineText","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldwS46tOH9fTVQSO","legacy_created_at_review","dateTime","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldP3pUOzZ8y7GoWr","updated_at","dateTime","2","1","1","0.5",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldCC1FicmWE2pra2","legacy_review_after_date_review","date","2","2","0","1",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldm1S4PPLrsFF9Kl","plan_state","singleSelect","2","0","2","0",,"no_change",,
"Plans","tblBcp5FyMIfOm7Xe","fldPXSLzjiMyyVwvW","retention_class","singleSelect","2","0","2","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldFcVnCHlzrZYDw1","control_key","singleLineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldojkyTnK28JD3ky","active_plans","multipleRecordLinks","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fld93kyr3N268jC2L","branch_summary","multilineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fld426HqFdGNRfe9w","branch_decision","multilineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldXddel5ma8qt2y8","superseded_github_surfaces","multilineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldwfYuyQqR9ipkip","resume_rule","multilineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldivEi9YIHzqXRs3","next_revalidation_trigger","singleLineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldTqHQAnOI8vaWXw","last_confirmed_text","singleLineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldrAlBgrYCVFAERU","notes","multilineText","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldMrQbdlGEvXK1r6","created_at","dateTime","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldEAxgdBrGcPPBN6","updated_at","dateTime","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldHRoyXTvw9lH97c","review_after","date","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldcIeUiSJQrLLLIU","status","singleSelect","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fld8xcTo7kh5YGSxV","retention_class","singleSelect","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","flduCIQ2sbGNZtLo5","display_label","formula","1","0","1","0",,"no_change",,
"Queue Control","tblf13aCslg6rJBah","fldu2Aaz3Gx1h557m","search_text","formula","1","0","1","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldE1hjOJ1eOZLH63","surface_key","singleLineText","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldU5YTbImSH6zWS2","locator","singleLineText","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldSr0DgSKklJ6vw2","role","multilineText","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldul8StVD1eEqjCW","replacement_surface","singleLineText","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fld5Rty9QHMGhcU9T","notes","multilineText","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fld3XSLf0FMeUfH42","created_at","dateTime","73","4","69","0.0548",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldCNmW0WGiUtR1dE","updated_at","dateTime","73","4","69","0.0548",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldISYgFQ2z1yfJHq","review_after","date","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldf9XZtW8mD80sYP","surface_type","singleSelect","73","1","72","0.0137",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldDapSojEOYFOtsW","authority_status","singleSelect","73","0","73","0",,"no_change",,
"Repo Surface Registry","tblzBiXp7kwTXM0ru","fldcKXlu9JyXcrRyr","retention_class","singleSelect","73","0","73","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fld05CE02z75xTywV","checkpoint_id","singleLineText","93","0","93","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fld63FgvRtBDYjHw1","session_id","singleLineText","93","24","69","0.2581",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldnl8krcTV95l0WT","state_summary","multilineText","93","1","92","0.0108",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldG1EIERtFLlUOCO","current_focus","multilineText","93","3","90","0.0323",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldrQ15ciUon2vwsn","open_threads","multilineText","93","25","68","0.2688",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldTvgQefF53td8gE","captured_ideas_summary","multilineText","93","72","21","0.7742",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldeR0OJNC1tb2xxC","decisions_constraints","multilineText","93","26","67","0.2796",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldsYfEKNT8NyUQyQ","buffered_promotion_candidates","multilineText","93","62","31","0.6667",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldI86NLTExK50Paw","next_recommended_move","multilineText","93","0","93","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldsFIsntsdFcF2HK","local_state_hash","singleLineText","93","82","11","0.8817",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldCL16aBoQmpk7yg","resume_prompt","multilineText","93","9","84","0.0968",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldwzh5UZvQC6IGuv","created_at","dateTime","93","29","64","0.3118",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldAKs3Vd79AAZJ9Z","updated_at","dateTime","93","29","64","0.3118",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fld3OBe8B1Wnm9RgT","review_after","date","93","29","64","0.3118",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldDmyw0j3EKlt5YF","checkpoint_at","dateTime","93","4","89","0.043",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldTaxKPaShTfMFog","trigger","singleSelect","93","34","59","0.3656",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldNkO3A4aCeR83ty","github_promotion_status","singleSelect","93","56","37","0.6022",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","flduf5QvQRtyMRfq4","checkpoint_status","singleSelect","93","0","93","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldb34YQQ976acIzJ","retention_class","singleSelect","93","0","93","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldIsZnsMfcyGoVxi","display_label","formula","93","0","93","0",,"no_change",,
"Session Checkpoints","tblTe75HKZOJaPDGn","fldYRLKYDmleKctlJ","search_text","formula","93","0","93","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldua3G9lRVdiIpEO","evidence_key","singleLineText","153","0","153","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fld42VCNN0p0kbzVp","validation_case_key","singleLineText","153","20","133","0.1307",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldD5IQJtuwW2GKXH","work_item_key","singleLineText","153","0","153","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldOIWWUP1cPo9zEb","legacy_release_key_review","singleLineText","153","153","0","1",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fld4TuQoJJOHSPOI8","repo_surface_key","singleLineText","153","65","88","0.4248",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fld6PWvy2bMvqMpUt","evidence_summary","multilineText","153","0","153","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","flddBu10OfbDkTxfj","source_locator","singleLineText","153","0","153","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldFHNOi3cWcrR1y2","created_at","dateTime","153","34","119","0.2222",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldU5SlBXT3vlRRLI","updated_at","dateTime","153","34","119","0.2222",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldYY6npn1b8LuhBs","review_after","date","153","46","107","0.3007",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fld9xUZL00MIzHqf8","retention_class","singleSelect","153","0","153","0",,"no_change",,
"Validation Evidence","tblrPFQH2uZEYBYE9","fldh0cLWnWvHgzC5f","result","singleSelect","153","0","153","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldiEjKIS6iQQDVhT","Test Case","singleLineText","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldJOzGgp3w2VVc3a","Test ID","singleLineText","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldIycsKX0InY6SRU","Feature or Behavior","singleLineText","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldHaAF9DB8yMsVVX","Command or Method","multilineText","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldtUMwrZtUBfyFwl","Pass Criteria","multilineText","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldETVNMBQSROEkh3","Fail Criteria","multilineText","66","8","58","0.1212",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldwJB0mjNkXZxEKk","Evidence / Notes","multilineText","66","6","60","0.0909",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldma0Ga4hPWDnLEO","Source Basis","multilineText","66","8","58","0.1212",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldgYCVZMOdKWJ8Rx","Active","checkbox","66","0","66","0",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldpYz6RJjMblJHP5","created_at","dateTime","66","4","62","0.0606",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldDkZN6q6vE6tYYz","updated_at","dateTime","66","3","63","0.0455",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldihghhBK4BpkYey","review_after","date","66","5","61","0.0758",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldVNr1JN0XJvjCEy","Area","singleSelect","66","9","57","0.1364",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldZFMEcWOdb8HMGj","Execution Lane","singleSelect","66","14","52","0.2121",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fldYMhjoUfwxE1QUT","Observed Status","singleSelect","66","8","58","0.1212",,"no_change",,
"Validation Test Cases","tblRnMpQUomIGyFVL","fld278WxpDGF951QA","retention_class","singleSelect","66","0","66","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fld62VxHtbRTZhPdX","Work Item","singleLineText","80","0","80","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldTneAArfh5yJOXi","Item ID","singleLineText","80","0","80","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldZ922sf04D4WbvE","Repo Path or Skill","singleLineText","80","8","72","0.1",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldZ966uvUvaZ77dS","Evidence / Notes","multilineText","80","1","79","0.0125",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fld3vWpcC6OfYEber","Queue Rank","number","80","28","52","0.35",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fld9Dw9YYk8DjOden","created_at","dateTime","80","13","67","0.1625",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldD1rwuVsNketueT","updated_at","dateTime","80","7","73","0.0875",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldbZhaIrAX2cbHrE","canonical_parent_plan_id","singleLineText","80","73","7","0.9125",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldd0urjdszMBR1LU","Area","singleSelect","80","75","5","0.9375",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldGa1GseWf6ro78L","Work Type","singleSelect","80","75","5","0.9375",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldvGbvwTx84mxtwO","Status","singleSelect","80","0","80","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fld4XJowALSopxpnV","Priority","singleSelect","80","10","70","0.125",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldQ5YKb9EuM8nqph","Authority Scope","singleSelect","80","46","34","0.575",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldATbftmJ4UQ8Flk","GitHub Promotion Need","singleSelect","80","48","32","0.6",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldX9vydvQqreL4cF","retention_class","singleSelect","80","0","80","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldwGVzEqnvgqzsT1","display_label","formula","80","0","80","0",,"no_change",,
"Work Items","tblgsQAVWvh8K7gIR","fldTYwdv6tCZypXk5","search_text","formula","80","0","80","0",,"no_change",,
